ClienteID;Origem;Idade;Salário Anual (R$);Nota (1-100);Profissão;Experiência Trabalho;Tamanho Família;
1739;Normal;10;164214;50;Advogado;0;4;
1740;Promoção;53;145498;74;Artista;8;4;
1741;Normal;7;129215;61;Entretenimento;0;6;
1742;Promoção;92;152429;84;Entretenimento;0;2;
1743;Promoção;12;89252;39;Entretenimento;0;5;
1744;Promoção;31;147447;19;Doutor;6;7;
1745;Promoção;93;74467;29;Advogado;5;1;
1746;Promoção;66;127410;33;Engenheiro;8;2;
1747;Normal;49;91290;44;Saúde;7;7;
1748;Promoção;64;92812;100;Artista;5;7;
1749;Promoção;27;170166;62;Artista;10;4;
1750;Promoção;33;150823;83;Artista;4;1;
1751;Normal;79;95839;30;Executivo;7;2;
1752;Promoção;14;60175;56;Executivo;9;7;
1753;Promoção;22;153024;100;Artista;10;7;
1754;Promoção;8;116858;55;Artista;0;7;
1755;Promoção;6;122961;16;Doutor;0;2;
1756;Normal;81;141471;57;Artista;8;6;
1757;Normal;69;76155;14;Saúde;8;7;
1758;Normal;0;108169;4;Executivo;0;3;
1759;Promoção;61;139520;47;Artista;8;4;
1760;Normal;62;182631;64;Artista;5;3;
1761;Promoção;95;177134;81;Saúde;10;2;
1762;Promoção;32;181703;50;Advogado;6;2;
1763;Promoção;13;61917;24;Artista;7;2;
1764;Promoção;1;140648;5;Executivo;0;7;
1765;Promoção;63;176783;36;Doutor;9;4;
1766;Normal;75;59741;86;Artista;10;5;
1767;Promoção;43;156567;85;Engenheiro;7;6;
1768;Promoção;29;110309;29;Artista;6;2;
1769;Promoção;82;111077;63;Artista;9;7;
1770;Promoção;87;170333;100;Entretenimento;4;2;
1771;Normal;66;183339;51;Artista;7;4;
1772;Promoção;99;84167;61;Artista;10;7;
1773;Promoção;54;184815;46;Advogado;6;3;
1774;Promoção;49;122556;82;Artista;9;7;
1775;Promoção;60;174768;74;Entretenimento;9;2;
1776;Normal;75;172309;82;Executivo;4;1;
1777;Normal;77;117920;11;Doutor;10;4;
1778;Normal;34;134882;80;Artista;10;3;
1779;Promoção;63;77259;7;Advogado;6;6;
1780;Normal;38;170019;50;Artista;7;2;
1781;Promoção;68;176884;97;Engenheiro;10;2;
1782;Promoção;80;106709;100;Marketing;10;2;
1783;Promoção;8;168723;1;Construção;0;2;
1784;Promoção;86;90228;64;Engenheiro;7;5;
1785;Promoção;1;89473;61;Advogado;0;4;
1786;Normal;56;131911;42;Saúde;7;7;
1787;Promoção;14;140107;64;Marketing;6;6;
1788;Promoção;4;170403;32;Artista;0;5;
1789;Promoção;58;51416;42;;7;5;
1790;Promoção;6;52648;1;Artista;0;2;
1791;Normal;17;125471;48;Engenheiro;7;1;
1792;Promoção;55;106153;77;Artista;10;1;
1793;Normal;14;124785;28;Advogado;7;2;
1794;Promoção;22;101474;17;Construção;10;2;
1795;Promoção;8;141359;34;Saúde;0;5;
1796;Promoção;70;57596;100;Artista;4;1;
1797;Promoção;67;78489;89;Artista;7;5;
1798;Normal;50;112957;71;Executivo;5;3;
1799;Normal;72;82377;37;Engenheiro;9;2;
1800;Normal;76;82315;53;Engenheiro;6;1;
1801;Normal;80;93253;63;Artista;4;5;
1802;Normal;20;189650;60;Advogado;8;4;
1803;Promoção;89;114858;68;Artista;10;1;
1804;Promoção;18;62151;26;Artista;8;2;
1805;Promoção;75;135159;8;Engenheiro;7;6;
1806;Promoção;5;126263;29;Marketing;0;3;
1807;Promoção;79;123064;56;Artista;10;4;
1808;Promoção;31;181773;36;Saúde;8;1;
1809;Normal;92;171794;77;Artista;6;5;
1810;Promoção;15;156339;23;Construção;6;2;
1811;Normal;94;65483;96;Marketing;10;7;
1812;Promoção;35;145654;18;Executivo;6;3;
1813;Promoção;68;91609;51;Entretenimento;8;1;
1814;Promoção;29;53002;69;Advogado;5;5;
1815;Normal;87;115699;61;Saúde;9;1;
1816;Normal;33;149609;44;Executivo;9;2;
1817;Promoção;29;165254;3;Executivo;9;7;
1818;Normal;43;50418;49;Saúde;5;1;
1819;Normal;43;103531;100;Artista;10;5;
1820;Promoção;66;184060;100;Artista;10;5;
1821;Normal;23;75961;70;Executivo;5;7;
1822;Normal;87;174163;40;Artista;4;2;
1823;Promoção;81;105255;50;Executivo;8;3;
1824;Normal;42;51860;4;Advogado;4;5;
1825;Promoção;32;185218;79;Saúde;4;6;
1826;Normal;7;189709;10;Artista;0;6;
1827;Promoção;91;134665;74;Artista;7;2;
1828;Normal;95;91352;9;Doutor;7;3;
1829;Promoção;10;154623;9;Artista;0;6;
1830;Promoção;20;113767;96;Artista;6;2;
1831;Normal;5;160469;34;Advogado;0;1;
1832;Promoção;84;99418;35;Artista;4;2;
1833;Normal;54;56215;41;Saúde;10;4;
1834;Normal;12;55639;63;Saúde;8;1;
1835;Promoção;90;62504;100;Artista;10;4;
1836;Promoção;19;151382;34;Advogado;1;1;
1837;Promoção;91;156574;97;Marketing;0;7;
1838;Promoção;90;60998;43;Entretenimento;1;7;
1839;Promoção;60;108509;32;Doutor;0;2;
1840;Promoção;68;85540;45;Construção;9;1;
1841;Promoção;43;73915;62;Artista;11;2;
1842;Normal;52;148901;77;Saúde;4;4;
1843;Normal;81;152602;100;Entretenimento;0;1;
1844;Promoção;54;58999;30;Entretenimento;7;3;
1845;Promoção;43;133740;45;Artista;5;4;
1846;Promoção;20;113217;37;Advogado;9;1;
1847;Promoção;71;60209;54;Artista;1;3;
1848;Promoção;26;145491;80;Entretenimento;9;5;
1849;Promoção;75;61393;61;Doutor;7;5;
1850;Promoção;52;133252;63;Artista;1;1;
1851;Promoção;40;187234;10;Doutor;0;5;
1852;Normal;5;145563;52;Entretenimento;0;6;
1853;Promoção;46;165810;34;Saúde;3;5;
1854;Normal;98;125181;42;Artista;0;7;
1855;Promoção;84;56809;92;Saúde;1;2;
1856;Normal;35;69419;68;Saúde;9;1;
1857;Promoção;78;70689;62;Artista;1;4;
1858;Normal;64;55011;65;Artista;1;7;
1859;Promoção;98;87955;75;Engenheiro;0;2;
1860;Normal;66;153660;24;Saúde;0;5;
1861;Normal;32;104494;28;Saúde;6;4;
1862;Normal;22;184443;44;Executivo;3;7;
1863;Promoção;17;150778;43;Entretenimento;1;7;
1864;Promoção;22;88729;77;Engenheiro;1;1;
1865;Normal;9;151902;10;Artista;0;2;
1866;Normal;24;51604;16;Artista;0;2;
1867;Promoção;8;157316;63;Artista;0;3;
1868;Promoção;52;125508;23;Artista;1;6;
1869;Normal;62;186157;54;Saúde;1;1;
1870;Promoção;37;169381;53;Entretenimento;0;4;
1871;Normal;68;110195;47;Construção;9;2;
1872;Promoção;63;81199;88;Entretenimento;1;2;
1873;Promoção;15;58459;63;Executivo;0;6;
1874;Promoção;44;173682;100;Artista;12;6;
1875;Normal;18;162983;28;Entretenimento;0;6;
1876;Normal;30;94480;1;Executivo;0;4;
1877;Promoção;69;168710;76;Doutor;1;4;
1878;Normal;16;150193;83;Engenheiro;2;2;
1879;Promoção;71;91823;82;Artista;1;4;
1880;Promoção;24;173091;32;Entretenimento;6;2;
1881;Normal;57;102692;94;Saúde;0;2;
1882;Normal;97;156812;77;Saúde;0;6;
1883;Normal;68;51468;60;Artista;0;3;
1884;Promoção;11;114071;33;Saúde;0;2;
1885;Promoção;63;155638;77;;1;4;
1886;Normal;68;129971;73;Artista;8;3;
1887;Promoção;69;104160;73;Engenheiro;4;4;
1888;Promoção;77;124995;62;Saúde;0;1;
1889;Promoção;73;180437;58;Entretenimento;1;5;
1890;Promoção;19;134644;92;Executivo;1;2;
1891;Promoção;1;130089;55;Artista;0;5;
1892;Normal;71;149318;39;Artista;4;1;
1893;Normal;6;125591;52;Saúde;0;6;
1894;Promoção;68;173047;13;Saúde;0;3;
1895;Promoção;39;61298;99;Artista;0;5;
1896;Normal;75;132993;67;Entretenimento;8;2;
1897;Promoção;65;72313;32;Advogado;1;5;
1898;Promoção;30;84885;17;Entretenimento;6;5;
1899;Normal;46;126228;100;Marketing;8;2;
1900;Normal;40;51199;29;Executivo;7;7;
1901;Promoção;40;54631;78;Artista;0;6;
1902;Promoção;20;131810;12;Saúde;5;7;
1903;Normal;88;138482;64;Marketing;8;4;
1904;Normal;85;74081;87;Saúde;4;3;
1905;Normal;94;112426;54;Engenheiro;9;6;
1906;Promoção;52;164038;49;;5;4;
1907;Promoção;68;53552;98;Marketing;7;6;
1908;Normal;15;142147;90;Artista;8;4;
1909;Normal;4;180324;33;Artista;0;2;
1910;Normal;59;149067;78;Doutor;9;7;
1911;Normal;32;184408;50;Entretenimento;6;7;
1912;Promoção;8;59116;40;Artista;0;6;
1913;Promoção;92;174786;90;Executivo;4;3;
1914;Normal;9;71076;1;Artista;0;1;
1915;Promoção;41;56837;1;Saúde;8;4;
1916;Promoção;18;134752;43;Engenheiro;6;5;
1917;Promoção;78;112887;88;Entretenimento;9;6;
1918;Promoção;0;73128;62;Artista;0;5;
1919;Promoção;11;152765;13;Saúde;8;1;
1920;Promoção;36;140637;15;Executivo;8;7;
1921;Normal;46;137973;50;Saúde;7;7;
1922;Promoção;95;126791;42;Artista;6;4;
1923;Promoção;97;75125;85;Executivo;8;3;
1924;Normal;2;101718;1;Executivo;0;3;
1925;Promoção;94;69654;26;Construção;4;4;
1926;Promoção;0;105935;15;Doutor;0;5;
1927;Normal;3;74607;42;Saúde;0;1;
1928;Normal;77;151985;29;Saúde;4;7;
1929;Normal;70;76892;64;Executivo;5;2;
1930;Normal;58;87602;25;Executivo;5;3;
1931;Normal;72;182317;46;Saúde;8;6;
1932;Normal;90;158280;92;Executivo;6;7;
1933;Promoção;23;59905;75;;7;5;
1934;Promoção;87;128153;50;Artista;7;6;
1935;Normal;64;142612;58;Doutor;4;6;
1936;Promoção;15;180163;12;Doutor;10;7;
1937;Promoção;14;68009;25;Artista;9;3;
1938;Normal;54;166183;77;Artista;7;6;
1939;Normal;76;132537;44;Doutor;5;3;
1940;Promoção;76;146308;57;Artista;5;1;
1941;Promoção;52;63454;46;Artista;5;5;
1942;Normal;96;110519;18;Artista;9;4;
1943;Promoção;55;66728;53;Saúde;10;5;
1944;Promoção;54;170638;72;Artista;4;5;
1945;Normal;19;129635;100;Artista;6;4;
1946;Normal;29;133587;79;Marketing;5;3;
1947;Normal;96;126225;47;Engenheiro;7;4;
1948;Promoção;20;148776;29;Artista;8;5;
1949;Promoção;91;142602;60;Advogado;7;6;
1950;Normal;37;102413;38;Saúde;5;5;
1951;Normal;42;68765;81;Entretenimento;4;1;
1952;Normal;1;57522;74;Artista;0;5;
1953;Promoção;58;149237;88;Entretenimento;8;6;
1954;Promoção;42;184844;32;Entretenimento;6;1;
1955;Promoção;48;131656;41;Advogado;9;6;
1956;Promoção;11;181026;40;Marketing;6;2;
1957;Normal;59;101698;99;Artista;9;3;
1958;Promoção;45;152560;40;Entretenimento;9;2;
1959;Normal;73;142502;97;Doutor;5;1;
1960;Promoção;85;155432;17;Engenheiro;4;6;
1961;Promoção;70;108544;57;Entretenimento;4;5;
1962;Promoção;52;106530;42;Engenheiro;7;2;
1963;Normal;70;124359;51;Construção;7;7;
1964;Promoção;88;146970;98;Artista;7;6;
1965;Normal;61;182176;100;Artista;9;5;
1966;Promoção;46;114435;42;Artista;8;3;
1967;Normal;65;134213;32;Construção;8;4;
1968;Promoção;84;115580;81;Entretenimento;8;5;
1969;Promoção;76;124034;91;Executivo;10;2;
1970;Normal;31;67894;42;Doutor;9;1;
1971;Normal;55;107099;89;Executivo;4;6;
1972;Normal;45;140263;100;Entretenimento;10;5;
1973;Normal;98;104249;12;Engenheiro;5;2;
1974;Normal;40;168821;36;Executivo;4;5;
1975;Promoção;14;153145;55;Saúde;8;6;
1976;Promoção;41;128960;39;Executivo;9;4;
1977;Normal;60;127438;82;Engenheiro;7;2;
1978;Normal;60;125968;100;Advogado;8;2;
1979;Normal;84;104589;100;Artista;10;2;
1980;Normal;0;165321;66;Doutor;0;1;
1981;Promoção;10;86925;64;Artista;0;2;
1982;Promoção;62;149797;27;Artista;5;6;
1983;Normal;33;137094;68;Advogado;4;1;
1984;Promoção;52;55395;49;Marketing;10;1;
1985;Promoção;2;153622;20;Advogado;0;6;
1986;Normal;27;74050;56;Entretenimento;8;1;
1987;Promoção;4;68094;30;Doutor;0;7;
1988;Normal;63;59244;92;Artista;7;1;
1989;Promoção;54;118944;85;Artista;4;4;
1990;Promoção;47;75293;51;Doutor;6;7;
1991;Promoção;30;166983;77;Artista;7;3;
1992;Promoção;97;129444;100;Entretenimento;5;6;
1993;Normal;94;181183;29;Marketing;9;3;
1994;Promoção;64;175254;100;Artista;9;5;
1995;Promoção;19;54121;85;Engenheiro;6;3;
1996;Promoção;71;184387;48;Artista;8;7;
1997;Promoção;91;73158;28;Doutor;7;7;
1998;Normal;87;90961;14;Saúde;9;2;
1999;Normal;77;182109;4;Executivo;7;2;
2000;Normal;90;110610;64;Entretenimento;5;2;
