CódigoCompra;Data;Fornecedor;Produto;Quantidade;ValorUnitário;ValorFinal
69058;21/12/2023;Original Fábrica Asia;Foto do Lira - Linha A;1;870;870
69059;21/12/2023;Revenda Argentina;Terminal de Direção - Linha C;1;179.86;179.86
69059;21/12/2023;Revenda Argentina;Óleo Motor - Linha C;1;342.53;342.53
69062;21/12/2023;Fabrica Doidona Asia;Radiador - Linha B;2;295.44;590.87
69062;21/12/2023;Fabrica Doidona Asia;Barra Estabilizadora - Linha A;1;395.8;395.8
69062;21/12/2023;Fabrica Doidona Asia;Correia - Linha Premium;5;269.61;1348.05
69063;21/12/2023;Fabrica Doidona Europa;Barra Estabilizadora - Linha B;1;455.17;455.17
69065;21/12/2023;Fabrica Hashtag Europa;Bateria - Linha A;1;479;479
69067;21/12/2023;Original Fábrica Brasil;Caixa de Marcha - Linha Premium;1;11218.77;11218.77
69070;21/12/2023;Fabrica Hashtag Internacional;Caixa de Marcha - Linha C;5;6599.28;32996.38
69070;21/12/2023;Fabrica Hashtag Internacional;Bateria - Linha A;3;479;1437
69071;21/12/2023;Fabrica Doidona Argentina;Barra Estabilizadora - Linha B;2;455.17;910.34
69072;21/12/2023;Revenda Argentina;Terminal de Direção - Linha B;3;156.4;469.2
69074;21/12/2023;Original Fábrica Argentina;Mola de pressão - Linha B;5;45.56;227.82
69074;21/12/2023;Original Fábrica Argentina;Bateria - Linha C;1;633.48;633.48
69078;21/12/2023;Fabrica Doidona EUA;Bateria - Linha A;2;479;958
69079;21/12/2023;Fabrica Hashtag Brasil;Rolamento das Rodas - Linha Premium;3;422.45;1267.34
69082;21/12/2023;Fabrica Doidona EUA;Volante - Linha Premium;3;1191.57;3574.72
69083;21/12/2023;Original Fábrica Europa;Barra Estabilizadora - Linha Premium;2;889.86;1779.71
69083;21/12/2023;Original Fábrica Europa;Bomba d'agua - Linha C;5;732.53;3662.66
69084;21/12/2023;Fabrica Doidona Brasil;Caixa de Marcha - Linha B;2;5738.5;11477
69086;21/12/2023;Revenda Argentina;Barra Estabilizadora - Linha B;4;455.17;1820.68
69087;21/12/2023;Revenda Mexico;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
69096;21/12/2023;Original Fábrica Argentina;Logo Hashtag - Linha C;3;13.23;39.68
69098;21/12/2023;Original Fábrica Asia;Barra Estabilizadora - Linha C;1;523.45;523.45
69098;21/12/2023;Original Fábrica Asia;Barra Estabilizadora - Linha A;2;395.8;791.6
69099;21/12/2023;Fabrica Doidona Argentina;Caixa de Marcha - Linha C;2;6599.28;13198.55
69099;21/12/2023;Fabrica Doidona Argentina;Condensador - Linha C;1;912.39;912.39
69100;21/12/2023;Revenda EUA;Barra Estabilizadora - Linha C;1;523.45;523.45
69102;21/12/2023;Revenda Mexico;Correia - Linha A;3;119.92;359.76
69104;21/12/2023;Fabrica Hashtag Argentina;Radiador - Linha Premium;1;577.58;577.58
69104;21/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha C;1;179.86;179.86
69104;21/12/2023;Fabrica Hashtag Argentina;Radiador - Linha Premium;3;577.58;1732.73
69107;21/12/2023;Fabrica Hashtag EUA;Farol Principal - Linha B;3;183.89;551.66
69108;21/12/2023;Fabrica Hashtag Mexico;Caixa de Marcha - Linha B;2;5738.5;11477
69109;21/12/2023;Fabrica Hashtag Argentina;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
69109;21/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha B;1;156.4;156.4
69109;21/12/2023;Fabrica Hashtag Argentina;Filtro Combustível - Linha A;2;183.34;366.68
69111;21/12/2023;Original Fábrica Argentina;Mola de pressão - Linha B;1;45.56;45.56
69112;21/12/2023;Revenda EUA;Barra Estabilizadora - Linha Premium;1;889.86;889.86
69112;21/12/2023;Revenda EUA;Farol Principal - Linha C;1;211.47;211.47
69115;21/12/2023;Fabrica Hashtag Argentina;Radiador - Linha Premium;1;577.58;577.58
69115;21/12/2023;Fabrica Hashtag Argentina;Filtro Combustível - Linha B;5;210.84;1054.21
69116;21/12/2023;Revenda EUA;Filtro Combustível - Linha B;1;210.84;210.84
69117;21/12/2023;Revenda EUA;Logo Hashtag - Linha Premium;3;22.48;67.45
69118;21/12/2023;Fabrica Hashtag Mexico;Filtro Combustível - Linha C;1;242.47;242.47
69119;21/12/2023;Revenda EUA;Foto do Lira - Linha B;2;1000.5;2001
69119;21/12/2023;Revenda EUA;Caixa de Marcha - Linha C;1;6599.28;6599.28
69120;21/12/2023;Original Fábrica Asia;Rolamento das Rodas - Linha A;3;187.9;563.7
69121;21/12/2023;Original Fábrica Asia;Logo Hashtag - Linha C;3;13.23;39.68
69121;21/12/2023;Original Fábrica Asia;Farol Principal - Linha C;1;211.47;211.47
69122;21/12/2023;Revenda Europa;Bomba d'agua - Linha A;2;553.9;1107.8
69123;21/12/2023;Revenda Europa;Mola de pressão - Linha B;2;45.56;91.13
69123;21/12/2023;Revenda Europa;Filtro Combustível - Linha C;2;242.47;484.93
69123;21/12/2023;Revenda Europa;Filtro de Óleo - Linha A;3;18.9;56.7
69126;21/12/2023;Fabrica Hashtag EUA;Caixa de Marcha - Linha B;2;5738.5;11477
69127;21/12/2023;Original Fábrica Asia;Barra Estabilizadora - Linha C;3;523.45;1570.34
69131;21/12/2023;Revenda EUA;Farol Principal - Linha A;2;159.9;319.8
69131;21/12/2023;Revenda EUA;Foto do Lira - Linha B;3;1000.5;3001.5
69133;21/12/2023;Fabrica Hashtag Europa;Rolamento das Rodas - Linha C;1;248.5;248.5
69133;21/12/2023;Fabrica Hashtag Europa;Radiador - Linha B;4;295.44;1181.74
69133;21/12/2023;Fabrica Hashtag Europa;Radiador - Linha Premium;4;577.58;2310.3
69134;21/12/2023;Fabrica Hashtag Asia;Bomba d'agua - Linha B;3;636.99;1910.96
69137;21/12/2023;Fabrica Hashtag Brasil;Terminal de Direção - Linha B;2;156.4;312.8
69137;21/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha C;2;502.55;1005.1
69139;21/12/2023;Revenda Asia;Bateria - Linha B;2;550.85;1101.7
69139;21/12/2023;Revenda Asia;Radiador - Linha A;2;256.9;513.8
69141;21/12/2023;Revenda Mexico;Foto do Lira - Linha C;1;1150.58;1150.58
69142;21/12/2023;Original Fábrica Europa;Rolamento das Rodas - Linha B;1;216.09;216.09
69143;21/12/2023;Fabrica Hashtag Asia;Logo Hashtag - Linha B;3;11.5;34.5
69143;21/12/2023;Fabrica Hashtag Asia;Radiador - Linha B;3;295.44;886.31
69145;21/12/2023;Revenda Asia;Filtro Combustível - Linha Premium;1;412.19;412.19
69146;21/12/2023;Fabrica Hashtag Brasil;Pneus - Linha Premium;3;809.17;2427.5
69146;21/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha B;1;437;437
69147;21/12/2023;Fabrica Doidona Asia;Bomba d'agua - Linha B;4;636.99;2547.94
69147;21/12/2023;Fabrica Doidona Asia;Radiador - Linha A;1;256.9;256.9
69151;21/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha C;3;1150.58;3451.73
69151;21/12/2023;Fabrica Doidona Brasil;Correia - Linha B;1;137.91;137.91
69151;21/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha C;1;1150.58;1150.58
69155;21/12/2023;Revenda Asia;Filtro Combustível - Linha A;4;183.34;733.36
69157;21/12/2023;Fabrica Doidona Asia;Filtro Combustível - Linha B;4;210.84;843.36
69158;21/12/2023;Fabrica Hashtag Mexico;Radiador - Linha A;1;256.9;256.9
69158;21/12/2023;Fabrica Hashtag Mexico;Volante - Linha B;4;609.5;2438
69160;21/12/2023;Fabrica Hashtag Brasil;Foto do Lira - Linha B;2;1000.5;2001
69160;21/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha A;1;10;10
69161;21/12/2023;Original Fábrica Europa;Caixa de Marcha - Linha C;1;6599.28;6599.28
69162;21/12/2023;Fabrica Hashtag Brasil;Condensador - Linha Premium;1;1551.07;1551.07
69162;21/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha A;5;10;50
69166;21/12/2023;Original Fábrica Europa;Óleo Motor - Linha B;1;297.85;297.85
69168;21/12/2023;Revenda Mexico;Bomba d'agua - Linha Premium;2;1245.31;2490.61
69170;21/12/2023;Fabrica Doidona Europa;Barra Estabilizadora - Linha B;1;455.17;455.17
69170;21/12/2023;Fabrica Doidona Europa;Radiador - Linha Premium;4;577.58;2310.3
69173;21/12/2023;Fabrica Hashtag EUA;Rolamento das Rodas - Linha B;4;216.09;864.34
69174;21/12/2023;Revenda Asia;Farol Principal - Linha A;4;159.9;639.6
69177;21/12/2023;Fabrica Hashtag EUA;Rolamento das Rodas - Linha C;2;248.5;497
69178;21/12/2023;Fabrica Doidona Brasil;Filtro de Óleo - Linha C;3;25;74.99
69180;21/12/2023;Fabrica Doidona Asia;Kit Embreagem - Linha Premium;1;854.34;854.34
69180;21/12/2023;Fabrica Doidona Asia;Foto do Lira - Linha B;1;1000.5;1000.5
69182;21/12/2023;Original Fábrica Europa;Bateria - Linha Premium;3;1076.91;3230.74
69182;21/12/2023;Original Fábrica Europa;Bomba d'agua - Linha A;1;553.9;553.9
69184;21/12/2023;Revenda Asia;Volante - Linha A;3;530;1590
69184;21/12/2023;Revenda Asia;Radiador - Linha Premium;2;577.58;1155.15
69187;21/12/2023;Fabrica Doidona Asia;Barra Estabilizadora - Linha Premium;1;889.86;889.86
69188;21/12/2023;Revenda Asia;Filtro de Óleo - Linha Premium;3;42.49;127.48
69189;21/12/2023;Original Fábrica Europa;Mola de pressão - Linha C;5;52.4;261.99
69189;21/12/2023;Original Fábrica Europa;Filtro Combustível - Linha A;3;183.34;550.02
69190;21/12/2023;Revenda EUA;Correia - Linha Premium;3;269.61;808.83
69191;21/12/2023;Original Fábrica Brasil;Condensador - Linha A;1;689.9;689.9
69193;21/12/2023;Original Fábrica EUA;Logo Hashtag - Linha Premium;1;22.48;22.48
69193;21/12/2023;Original Fábrica EUA;Condensador - Linha C;3;912.39;2737.18
69194;21/12/2023;Fabrica Hashtag Internacional;Terminal de Direção - Linha C;3;179.86;539.58
69194;21/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha A;1;10;10
69196;21/12/2023;Revenda Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
69198;22/12/2023;Revenda EUA;Condensador - Linha C;1;912.39;912.39
69199;22/12/2023;Fabrica Hashtag Internacional;Pneus - Linha A;3;359.91;1079.73
69201;22/12/2023;Fabrica Hashtag Asia;Kit Embreagem - Linha A;2;380;760
69203;22/12/2023;Fabrica Doidona Asia;Filtro de Óleo - Linha B;5;21.74;108.68
69203;22/12/2023;Fabrica Doidona Asia;Volante - Linha Premium;4;1191.57;4766.29
69203;22/12/2023;Fabrica Doidona Asia;Volante - Linha A;2;530;1060
69207;22/12/2023;Original Fábrica Brasil;Filtro Combustível - Linha Premium;3;412.19;1236.58
69207;22/12/2023;Original Fábrica Brasil;Volante - Linha B;5;609.5;3047.5
69208;22/12/2023;Revenda Mexico;Kit Embreagem - Linha A;1;380;380
69210;22/12/2023;Fabrica Hashtag Internacional;Farol Principal - Linha A;1;159.9;159.9
69211;22/12/2023;Original Fábrica Asia;Rolamento das Rodas - Linha C;1;248.5;248.5
69212;22/12/2023;Fabrica Hashtag Asia;Farol Principal - Linha C;3;211.47;634.4
69212;22/12/2023;Fabrica Hashtag Asia;Bomba d'agua - Linha Premium;3;1245.31;3735.92
69212;22/12/2023;Fabrica Hashtag Asia;Filtro Combustível - Linha Premium;4;412.19;1648.78
69215;22/12/2023;Original Fábrica Asia;Bateria - Linha C;1;633.48;633.48
69216;22/12/2023;Fabrica Doidona EUA;Logo Hashtag - Linha A;3;10;30
69217;22/12/2023;Revenda Mexico;Terminal de Direção - Linha B;1;156.4;156.4
69217;22/12/2023;Revenda Mexico;Pneus - Linha B;1;413.9;413.9
69217;22/12/2023;Revenda Mexico;Radiador - Linha C;2;339.75;679.5
69218;22/12/2023;Fabrica Doidona Brasil;Terminal de Direção - Linha A;1;136;136
69219;22/12/2023;Revenda Asia;Terminal de Direção - Linha A;2;136;272
69221;22/12/2023;Fabrica Doidona Europa;Farol Principal - Linha A;1;159.9;159.9
69223;22/12/2023;Revenda Asia;Óleo Motor - Linha A;1;259;259
69224;22/12/2023;Fabrica Doidona EUA;Óleo Motor - Linha A;1;259;259
69227;22/12/2023;Fabrica Doidona Brasil;Barra Estabilizadora - Linha Premium;5;889.86;4449.29
69227;22/12/2023;Fabrica Doidona Brasil;Kit Embreagem - Linha A;2;380;760
69227;22/12/2023;Fabrica Doidona Brasil;Óleo Motor - Linha B;1;297.85;297.85
69228;22/12/2023;Revenda Asia;Pneus - Linha Premium;4;809.17;3236.67
69228;22/12/2023;Revenda Asia;Filtro de Óleo - Linha Premium;1;42.49;42.49
69228;22/12/2023;Revenda Asia;Barra Estabilizadora - Linha B;2;455.17;910.34
69228;22/12/2023;Revenda Asia;Bateria - Linha B;1;550.85;550.85
69230;22/12/2023;Revenda Mexico;Farol Principal - Linha B;1;183.89;183.89
69230;22/12/2023;Revenda Mexico;Logo Hashtag - Linha C;1;13.23;13.23
69230;22/12/2023;Revenda Mexico;Pneus - Linha A;3;359.91;1079.73
69232;22/12/2023;Fabrica Hashtag EUA;Filtro de Óleo - Linha C;4;25;99.98
69234;22/12/2023;Original Fábrica Asia;Volante - Linha C;2;700.93;1401.85
69236;22/12/2023;Fabrica Doidona EUA;Radiador - Linha A;4;256.9;1027.6
69237;22/12/2023;Fabrica Doidona Asia;Mola de pressão - Linha C;2;52.4;104.79
69239;22/12/2023;Original Fábrica EUA;Óleo Motor - Linha B;1;297.85;297.85
69239;22/12/2023;Original Fábrica EUA;Logo Hashtag - Linha Premium;2;22.48;44.97
69241;22/12/2023;Original Fábrica Mexico;Filtro Combustível - Linha C;3;242.47;727.4
69242;22/12/2023;Original Fábrica Mexico;Bateria - Linha Premium;1;1076.91;1076.91
69242;22/12/2023;Original Fábrica Mexico;Filtro Combustível - Linha B;1;210.84;210.84
69243;22/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha B;1;437;437
69245;22/12/2023;Fabrica Hashtag Asia;Óleo Motor - Linha Premium;5;582.3;2911.48
69245;22/12/2023;Fabrica Hashtag Asia;Terminal de Direção - Linha B;1;156.4;156.4
69246;22/12/2023;Original Fábrica EUA;Bomba d'agua - Linha Premium;1;1245.31;1245.31
69247;22/12/2023;Revenda Asia;Pneus - Linha B;3;413.9;1241.69
69248;22/12/2023;Revenda Argentina;Foto do Lira - Linha B;3;1000.5;3001.5
69249;22/12/2023;Original Fábrica Asia;Rolamento das Rodas - Linha A;1;187.9;187.9
69251;22/12/2023;Original Fábrica Europa;Farol Principal - Linha Premium;1;359.5;359.5
69254;22/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha C;2;732.53;1465.07
69256;22/12/2023;Revenda Asia;Barra Estabilizadora - Linha B;1;455.17;455.17
69256;22/12/2023;Revenda Asia;Filtro Combustível - Linha C;1;242.47;242.47
69259;22/12/2023;Original Fábrica Mexico;Pneus - Linha Premium;2;809.17;1618.34
69259;22/12/2023;Original Fábrica Mexico;Farol Principal - Linha C;1;211.47;211.47
69259;22/12/2023;Original Fábrica Mexico;Óleo Motor - Linha C;1;342.53;342.53
69259;22/12/2023;Original Fábrica Mexico;Bateria - Linha B;4;550.85;2203.4
69262;22/12/2023;Original Fábrica Brasil;Condensador - Linha Premium;1;1551.07;1551.07
69263;22/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha C;2;248.5;497
69265;22/12/2023;Revenda EUA;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
69266;22/12/2023;Revenda EUA;Farol Principal - Linha A;2;159.9;319.8
69266;22/12/2023;Revenda EUA;Filtro Combustível - Linha Premium;2;412.19;824.39
69267;22/12/2023;Fabrica Doidona Asia;Bateria - Linha Premium;3;1076.91;3230.74
69267;22/12/2023;Fabrica Doidona Asia;Bomba d'agua - Linha C;2;732.53;1465.07
69267;22/12/2023;Fabrica Doidona Asia;Kit Embreagem - Linha A;2;380;760
69268;22/12/2023;Original Fábrica Asia;Pneus - Linha B;5;413.9;2069.48
69268;22/12/2023;Original Fábrica Asia;Mola de pressão - Linha A;2;39.62;79.24
69269;22/12/2023;Fabrica Doidona Brasil;Condensador - Linha A;2;689.9;1379.8
69270;22/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha Premium;4;305.76;1223.05
69273;22/12/2023;Fabrica Doidona Brasil;Barra Estabilizadora - Linha C;2;523.45;1046.89
69274;22/12/2023;Fabrica Doidona Brasil;Bateria - Linha C;2;633.48;1266.96
69275;22/12/2023;Fabrica Hashtag Asia;Farol Principal - Linha B;1;183.89;183.89
69276;22/12/2023;Original Fábrica Europa;Radiador - Linha Premium;1;577.58;577.58
69277;22/12/2023;Fabrica Doidona Asia;Barra Estabilizadora - Linha C;1;523.45;523.45
69278;22/12/2023;Revenda EUA;Correia - Linha A;2;119.92;239.84
69280;22/12/2023;Fabrica Hashtag Brasil;Óleo Motor - Linha A;5;259;1295
69281;22/12/2023;Revenda Mexico;Correia - Linha A;1;119.92;119.92
69281;22/12/2023;Revenda Mexico;Condensador - Linha B;2;793.39;1586.77
69281;22/12/2023;Revenda Mexico;Radiador - Linha B;2;295.44;590.87
69282;22/12/2023;Original Fábrica Argentina;Farol Principal - Linha B;1;183.89;183.89
69283;22/12/2023;Fabrica Hashtag Europa;Kit Embreagem - Linha B;1;437;437
69284;22/12/2023;Original Fábrica EUA;Condensador - Linha B;2;793.39;1586.77
69285;22/12/2023;Revenda Asia;Foto do Lira - Linha C;4;1150.58;4602.3
69286;22/12/2023;Fabrica Doidona Brasil;Radiador - Linha C;1;339.75;339.75
69286;22/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha A;3;870;2610
69287;22/12/2023;Fabrica Hashtag Asia;Filtro de Óleo - Linha Premium;1;42.49;42.49
69287;22/12/2023;Fabrica Hashtag Asia;Óleo Motor - Linha C;2;342.53;685.06
69290;22/12/2023;Original Fábrica EUA;Mola de pressão - Linha B;1;45.56;45.56
69292;22/12/2023;Fabrica Doidona Europa;Caixa de Marcha - Linha B;2;5738.5;11477
69292;22/12/2023;Fabrica Doidona Europa;Barra Estabilizadora - Linha B;5;455.17;2275.85
69292;22/12/2023;Fabrica Doidona Europa;Foto do Lira - Linha A;3;870;2610
69293;22/12/2023;Fabrica Doidona EUA;Filtro de Óleo - Linha A;2;18.9;37.8
69293;22/12/2023;Fabrica Doidona EUA;Foto do Lira - Linha Premium;1;1955.98;1955.98
69294;22/12/2023;Revenda Argentina;Foto do Lira - Linha B;2;1000.5;2001
69294;22/12/2023;Revenda Argentina;Volante - Linha C;2;700.93;1401.85
69295;22/12/2023;Revenda EUA;Rolamento das Rodas - Linha C;3;248.5;745.49
69296;22/12/2023;Original Fábrica Argentina;Bomba d'agua - Linha B;2;636.99;1273.97
69301;22/12/2023;Revenda Brasil;Mola de pressão - Linha C;2;52.4;104.79
69301;22/12/2023;Revenda Brasil;Barra Estabilizadora - Linha B;1;455.17;455.17
69303;22/12/2023;Fabrica Hashtag Argentina;Mola de pressão - Linha B;4;45.56;182.25
69303;22/12/2023;Fabrica Hashtag Argentina;Pneus - Linha Premium;4;809.17;3236.67
69303;22/12/2023;Fabrica Hashtag Argentina;Radiador - Linha A;2;256.9;513.8
69305;22/12/2023;Fabrica Hashtag Europa;Kit Embreagem - Linha A;1;380;380
69305;22/12/2023;Fabrica Hashtag Europa;Caixa de Marcha - Linha Premium;3;11218.77;33656.3
69309;22/12/2023;Original Fábrica Asia;Logo Hashtag - Linha Premium;1;22.48;22.48
69310;22/12/2023;Fabrica Doidona Argentina;Bomba d'agua - Linha C;3;732.53;2197.6
69311;22/12/2023;Fabrica Doidona Mexico;Terminal de Direção - Linha B;4;156.4;625.6
69312;22/12/2023;Original Fábrica EUA;Caixa de Marcha - Linha A;5;4990;24950
69313;22/12/2023;Fabrica Doidona Mexico;Pneus - Linha C;3;475.98;1427.94
69314;22/12/2023;Revenda Europa;Barra Estabilizadora - Linha B;1;455.17;455.17
69314;22/12/2023;Revenda Europa;Radiador - Linha A;3;256.9;770.7
69315;22/12/2023;Fabrica Doidona Mexico;Farol Principal - Linha A;1;159.9;159.9
69317;22/12/2023;Original Fábrica Europa;Barra Estabilizadora - Linha B;2;455.17;910.34
69317;22/12/2023;Original Fábrica Europa;Logo Hashtag - Linha Premium;1;22.48;22.48
69319;22/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha Premium;1;1245.31;1245.31
69322;22/12/2023;Original Fábrica Mexico;Farol Principal - Linha Premium;3;359.5;1078.49
69324;22/12/2023;Fabrica Hashtag Brasil;Bateria - Linha Premium;1;1076.91;1076.91
69325;22/12/2023;Revenda Asia;Farol Principal - Linha C;5;211.47;1057.34
69325;22/12/2023;Revenda Asia;Mola de pressão - Linha A;1;39.62;39.62
69326;22/12/2023;Fabrica Doidona EUA;Caixa de Marcha - Linha A;2;4990;9980
69326;22/12/2023;Fabrica Doidona EUA;Logo Hashtag - Linha C;1;13.23;13.23
69328;22/12/2023;Original Fábrica Mexico;Volante - Linha Premium;2;1191.57;2383.15
69328;22/12/2023;Original Fábrica Mexico;Filtro Combustível - Linha Premium;2;412.19;824.39
69329;22/12/2023;Revenda EUA;Mola de pressão - Linha C;3;52.4;157.19
69329;22/12/2023;Revenda EUA;Bateria - Linha B;3;550.85;1652.55
69329;22/12/2023;Revenda EUA;Barra Estabilizadora - Linha B;1;455.17;455.17
69330;22/12/2023;Fabrica Hashtag EUA;Bomba d'agua - Linha Premium;5;1245.31;6226.53
69330;22/12/2023;Fabrica Hashtag EUA;Kit Embreagem - Linha A;3;380;1140
69332;22/12/2023;Original Fábrica Mexico;Volante - Linha C;1;700.93;700.93
69334;22/12/2023;Revenda Mexico;Bateria - Linha C;3;633.48;1900.43
69335;22/12/2023;Original Fábrica Mexico;Barra Estabilizadora - Linha Premium;1;889.86;889.86
69337;22/12/2023;Revenda Mexico;Correia - Linha Premium;2;269.61;539.22
69337;22/12/2023;Revenda Mexico;Kit Embreagem - Linha B;3;437;1311
69338;22/12/2023;Original Fábrica Argentina;Volante - Linha B;1;609.5;609.5
69338;22/12/2023;Original Fábrica Argentina;Kit Embreagem - Linha C;1;502.55;502.55
69338;22/12/2023;Original Fábrica Argentina;Rolamento das Rodas - Linha B;5;216.09;1080.43
69339;22/12/2023;Fabrica Doidona EUA;Bomba d'agua - Linha A;2;553.9;1107.8
69339;22/12/2023;Fabrica Doidona EUA;Filtro Combustível - Linha A;1;183.34;183.34
69342;22/12/2023;Revenda Asia;Condensador - Linha A;1;689.9;689.9
69342;22/12/2023;Revenda Asia;Mola de pressão - Linha A;4;39.62;158.48
69342;22/12/2023;Revenda Asia;Mola de pressão - Linha B;3;45.56;136.69
69343;22/12/2023;Original Fábrica Argentina;Bateria - Linha C;2;633.48;1266.96
69344;22/12/2023;Fabrica Doidona Brasil;Condensador - Linha C;4;912.39;3649.57
69346;22/12/2023;Fabrica Hashtag Asia;Filtro de Óleo - Linha C;1;25;25
69347;22/12/2023;Fabrica Doidona Argentina;Farol Principal - Linha A;3;159.9;479.7
69349;22/12/2023;Original Fábrica Europa;Rolamento das Rodas - Linha B;1;216.09;216.09
69350;22/12/2023;Original Fábrica EUA;Radiador - Linha Premium;3;577.58;1732.73
69351;22/12/2023;Revenda Europa;Condensador - Linha Premium;1;1551.07;1551.07
69352;22/12/2023;Fabrica Doidona Mexico;Kit Embreagem - Linha Premium;2;854.34;1708.67
69352;22/12/2023;Fabrica Doidona Mexico;Kit Embreagem - Linha B;1;437;437
69353;22/12/2023;Original Fábrica Brasil;Mola de pressão - Linha A;1;39.62;39.62
69353;22/12/2023;Original Fábrica Brasil;Caixa de Marcha - Linha A;4;4990;19960
69354;22/12/2023;Revenda Mexico;Condensador - Linha Premium;1;1551.07;1551.07
69355;22/12/2023;Revenda Argentina;Correia - Linha C;2;158.59;317.19
69356;22/12/2023;Original Fábrica Mexico;Logo Hashtag - Linha A;2;10;20
69357;22/12/2023;Revenda Europa;Bomba d'agua - Linha B;3;636.99;1910.96
69358;22/12/2023;Original Fábrica Asia;Bomba d'agua - Linha A;1;553.9;553.9
69359;22/12/2023;Fabrica Doidona Mexico;Bateria - Linha A;1;479;479
69360;22/12/2023;Original Fábrica Brasil;Filtro de Óleo - Linha A;1;18.9;18.9
69361;22/12/2023;Original Fábrica Asia;Filtro de Óleo - Linha B;3;21.74;65.21
69362;22/12/2023;Fabrica Hashtag Europa;Condensador - Linha B;1;793.39;793.39
69364;22/12/2023;Fabrica Doidona Europa;Pneus - Linha C;4;475.98;1903.92
69365;22/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha C;3;502.55;1507.65
69365;22/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha C;4;13.23;52.9
69370;22/12/2023;Revenda EUA;Filtro Combustível - Linha Premium;4;412.19;1648.78
69371;22/12/2023;Fabrica Doidona Asia;Foto do Lira - Linha Premium;1;1955.98;1955.98
69371;22/12/2023;Fabrica Doidona Asia;Bateria - Linha Premium;1;1076.91;1076.91
69371;22/12/2023;Fabrica Doidona Asia;Rolamento das Rodas - Linha A;1;187.9;187.9
69374;22/12/2023;Revenda Brasil;Correia - Linha B;5;137.91;689.54
69374;22/12/2023;Revenda Brasil;Bateria - Linha C;2;633.48;1266.96
69377;23/12/2023;Fabrica Doidona Argentina;Volante - Linha A;1;530;530
69377;23/12/2023;Fabrica Doidona Argentina;Radiador - Linha A;3;256.9;770.7
69379;23/12/2023;Revenda Asia;Óleo Motor - Linha A;1;259;259
69379;23/12/2023;Revenda Asia;Condensador - Linha C;1;912.39;912.39
69381;23/12/2023;Fabrica Doidona Mexico;Filtro Combustível - Linha C;1;242.47;242.47
69381;23/12/2023;Fabrica Doidona Mexico;Farol Principal - Linha B;1;183.89;183.89
69381;23/12/2023;Fabrica Doidona Mexico;Logo Hashtag - Linha C;3;13.23;39.68
69382;23/12/2023;Revenda EUA;Foto do Lira - Linha C;1;1150.58;1150.58
69382;23/12/2023;Revenda EUA;Correia - Linha B;3;137.91;413.72
69382;23/12/2023;Revenda EUA;Rolamento das Rodas - Linha A;3;187.9;563.7
69385;23/12/2023;Fabrica Hashtag Internacional;Mola de pressão - Linha C;2;52.4;104.79
69385;23/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha C;1;13.23;13.23
69386;23/12/2023;Fabrica Doidona EUA;Barra Estabilizadora - Linha Premium;2;889.86;1779.71
69386;23/12/2023;Fabrica Doidona EUA;Logo Hashtag - Linha C;2;13.23;26.45
69386;23/12/2023;Fabrica Doidona EUA;Bateria - Linha Premium;1;1076.91;1076.91
69387;23/12/2023;Fabrica Doidona Brasil;Rolamento das Rodas - Linha A;5;187.9;939.5
69387;23/12/2023;Fabrica Doidona Brasil;Terminal de Direção - Linha B;1;156.4;156.4
69388;23/12/2023;Original Fábrica Mexico;Condensador - Linha Premium;5;1551.07;7755.34
69388;23/12/2023;Original Fábrica Mexico;Terminal de Direção - Linha B;3;156.4;469.2
69389;23/12/2023;Fabrica Doidona Brasil;Bateria - Linha B;1;550.85;550.85
69389;23/12/2023;Fabrica Doidona Brasil;Rolamento das Rodas - Linha C;5;248.5;1242.49
69389;23/12/2023;Fabrica Doidona Brasil;Terminal de Direção - Linha B;4;156.4;625.6
69390;23/12/2023;Fabrica Hashtag Europa;Kit Embreagem - Linha C;2;502.55;1005.1
69390;23/12/2023;Fabrica Hashtag Europa;Terminal de Direção - Linha Premium;3;305.76;917.29
69394;23/12/2023;Original Fábrica Asia;Volante - Linha B;1;609.5;609.5
