Preco,TipoBarco,TipoVenda,Ano,Comprimento,Largura,Material
60000,16,2,1992,11.44,3.96,3
60000,13,2,1990,9.2,3.2,4
60000,10,2,1965,8.75,3.15,6
60000,13,2,2013,7.25,2.57,3
60000,6,1,2020,8.2,2.5,2
60000,16,2,1976,13.1,4,5
60000,12,2,1987,10.34,3.75,3
60000,13,2,2008,11,3.2,3
60000,7,2,1980,11.5,3,7
60000,12,2,1980,10.5,3.45,7
60000,7,2,2008,7.5,2.9,3
59990,12,2,1991,10,3.3,7
59990,12,2,1983,12.4,3.7,7
59990,11,1,2019,5.7,2.4,4
59990,6,1,2020,7.48,2.5,3
59990,13,2,1995,10.7,3.45,3
59963,6,1,2019,6.71,2.54,3
59950,7,1,2020,6.6,2.1,3
59950,12,2,1940,14.9,3.2,7
59950,7,2,1992,10.35,3.5,3
59900,13,2,2008,10,3,3
59900,13,2,2007,9.1,2.93,3
59900,6,2,2020,7.39,2.66,4
59900,4,2,2011,8.69,2.74,3
59900,16,2,1994,11.75,3.5,7
59900,12,2,1992,11.4,3.45,7
59900,13,2,1992,11.15,3.48,3
59900,7,1,2020,6.84,2.4,3
59900,13,2,2004,9.5,3.25,7
59900,12,2,1991,10.5,3.3,7
59900,7,2,2019,6.69,2.54,3
59900,12,2,1993,10.6,3.3,7
59850,7,3,2020,6.99,2.56,3
59700,4,1,2020,6.55,2.54,3
64500,11,1,2018,6.4,2.6,3
59500,4,2,2007,9,3,3
59500,12,2,1947,15.55,4.5,7
59500,2,2,2008,9.3,2.99,3
59500,13,2,1991,12.57,4.02,3
59500,12,2,1984,11,3.45,7
59500,6,2,2011,7.3,3,4
59500,12,2,1992,12,3.65,7
59500,12,2,1981,10.85,3.6,7
59500,13,2,1995,11.3,3.5,3
59500,12,2,1978,10.5,3.4,7
59500,11,2,2016,7.52,2.28,2
59500,4,2,1970,17.32,4.05,7
59500,6,2,2019,8.23,2.79,4
59000,2,2,1992,9.6,3.28,3
59000,4,2,2002,7.62,2.74,3
59000,16,2,1982,11.27,3.7,3
59000,13,2,1996,11.9,3.6,3
59000,16,2,1999,10.4,3.7,3
59000,13,2,1994,14.15,3.3,3
59000,13,2,2012,7.65,2.59,3
59000,13,2,2004,8.8,2.74,3
59000,13,2,1987,14.5,4.17,3
59000,12,2,1996,10.8,3.5,7
59000,8,1,2019,6.6,2.5,4
59000,2,2,1992,11.71,4.2,3
59000,13,2,2004,8.53,2.89,3
59000,12,2,2005,9.5,3.3,7
59000,13,2,1991,10.5,3.45,7
59000,4,2,2008,9.12,3,4
59000,6,2,1974,11.27,4.26,4
59000,13,2,2002,9.83,3.3,3
59000,1,2,2019,6.98,2.52,4
59000,16,2,2006,9.76,3.16,4
59000,1,2,2004,8.22,2.59,3
59000,6,1,2020,7.5,2.53,4
59000,13,2,1988,11,3,3
59000,12,2,2007,9,3,3
59000,16,2,1982,11.27,3.7,3
58995,4,2,2005,8.94,2.82,3
58940,1,1,2020,6.13,2.45,4
58900,6,1,2019,7.48,2.5,4
58900,8,2,2012,7.95,2.93,4
58900,6,1,2019,6.48,2.5,4
58850,4,1,2020,6.23,2.4,3
58800,13,3,2020,7.7,3.1,3
58729,1,1,2019,6,2,4
58700,8,1,2020,8,2.64,3
63290,5,1,2020,6.49,2.49,3
63278,4,1,2020,6.5,2.5,3
58500,1,1,2019,7.64,2.73,4
58500,13,2,1988,10.94,3.55,7
58500,13,2,1981,14.35,3.97,7
58410,1,1,2020,7.26,2.48,4
58369,1,1,2020,7.37,2.52,4
52995,6,1,2018,7.26,2.74,4
58000,13,2,2005,9.84,3.2,3
58000,9,2,1999,10,3.25,3
58000,13,2,2003,9.38,3.35,3
58000,13,2,1989,12.8,4,3
58000,7,2,1972,11.31,3.6,2
58000,13,2,2001,8.25,2.6,3
58000,13,2,1989,10.5,3.4,7
58000,7,2,2008,8.6,3,3
57950,4,1,2020,7.75,2.55,3
57900,4,2,2018,6.99,6.96,4
62500,13,2,2004,8.72,2.89,3
62500,10,2,1972,5.8,2.1,6
62000,10,2,1983,6.86,2.35,6
57500,13,2,1985,10,3.35,3
57500,4,1,2018,7.52,2.28,2
57500,10,2,1980,8.7,3,6
57500,13,2,1994,11.05,3.12,7
57500,13,2,1991,9.9,3.6,3
57500,12,2,1978,12.5,3.5,7
62000,7,2,1987,9.8,2.93,3
62000,4,1,2020,6.19,2.48,3
62000,16,2,1990,9.39,3.4,3
57000,6,2,2017,8.23,2.76,4
57000,6,2,2016,8.03,2.78,4
57000,13,2,2004,10,3,4
56999,6,3,2020,8.88,2.99,3
56995,12,2,1982,12,3.8,7
56900,1,1,2020,6.31,2.52,3
56900,7,1,2020,6.9,2.48,3
56900,4,2,2017,7.46,2.55,4
56650,6,1,2015,7.15,2.5,3
61200,11,1,2020,2.48,6.4,3
56500,11,1,2020,5.94,2.54,3
61079,4,1,2021,6,2.5,3
60640,7,1,2020,6.99,2.55,3
56049,1,3,2020,9.12,2.98,3
56000,13,2,2003,8.72,3,3
56000,13,2,1991,10.5,3.6,7
56000,13,2,2001,9.6,2.98,3
56000,13,2,1997,9.41,2.95,3
60000,5,3,2009,6.86,2.25,3
60000,7,2,1936,10.2,2.2,6
55900,11,1,2020,6.55,2.54,3
55900,4,2,2008,9.75,3.05,3
55900,1,1,2020,6.41,2.48,7
55900,11,2,2017,7.05,2.3,3
59900,6,2,2008,9.09,2.87,3
55823,15,1,2020,6.4,2.6,3
60327,6,2,2018,6.4,2.4,3
55555,4,1,2020,5.97,2.54,3
55500,4,2,2014,8,3,3
55500,13,2,2007,7.48,2.98,3
59500,4,2,2003,8.75,2.83,3
59500,10,2,1963,6.4,2.22,6
59900,6,2,1998,10,3.16,3
59900,13,1,2020,6.3,2.34,3
59890,4,1,2020,6.05,2.22,3
55290,5,1,2020,6.77,2.54,3
59540,11,1,2020,6.82,2.45,3
55000,6,2,2004,9.2,3.21,3
55000,6,2,2007,7.5,2.94,3
55000,13,2,2004,8.93,2.99,3
55000,7,2,1991,8.53,2.93,11
55000,6,2,2008,9.8,3.05,3
55000,8,2,2007,7.75,2.65,7
55000,2,2,1992,9.6,2.9,3
55000,7,2,2007,7.47,2.59,3
55000,12,2,1988,11.3,3.6,7
55000,11,2,2016,7.64,2.66,4
55000,4,2,2010,8.84,2.9,3
55000,13,2,2008,8.15,2.59,3
55000,13,2,2002,8.25,2.55,3
55000,13,2,2005,9.78,3.1,3
55000,4,2,2009,7.43,2.88,3
55000,13,2,1998,11.24,3.54,3
55000,13,2,1990,13.14,3.08,3
55000,4,2,2005,7.92,2.92,3
55000,4,2,2006,8.84,2.9,3
55000,4,2,1990,9.3,3.6,3
55000,16,2,1990,13.11,4.6,3
55000,6,2,2016,7.5,2.81,3
55000,1,1,2020,6.86,2.48,7
55000,1,1,2020,6.86,2.48,7
55000,6,2,2004,9.2,3.21,3
55000,13,2,1994,9.81,3.6,3
55000,8,2,2012,8.37,2.98,4
55000,13,2,1958,12,3.6,7
55000,1,2,2008,8.99,2.96,3
55000,13,2,2008,9.8,2.9,3
55000,13,2,2002,9.96,3.5,3
55000,12,2,2007,9.5,3.45,7
59000,10,2,2007,6.06,2.2,3
59000,7,2,1983,9.3,3.2,3
54950,4,1,2018,6.55,2.54,3
54900,4,2,1992,11.2,3.16,4
54900,6,2,1996,8.98,2.68,3
54900,7,2,2003,9.2,3,3
54900,6,1,2019,5.59,2.44,4
54900,13,2,1997,9.5,3.1,7
54900,11,2,2017,5.74,2.44,3
54900,7,1,2020,6.58,2.49,3
54900,12,2,1991,10.3,3.3,7
54900,1,2,2006,8.05,2.8,3
49950,6,1,2019,6.68,2.51,4
49950,4,2,2006,9.32,3.1,4
49950,13,2,1986,10.67,3.66,4
49950,13,2,1986,10,3.96,4
54699,4,3,2020,7.12,2.44,3
54640,11,1,2020,6.55,2.54,3
54634,11,1,2019,6,2.39,3
59000,4,2,2013,6.99,2.52,3
59000,16,2,1994,11.72,4.1,3
59000,22,2,2007,7.49,2.59,3
59000,4,2,1996,5.9,2.15,6
54540,4,1,2020,7.55,2.47,2
54500,13,2,2001,10,3,3
54500,12,2,1995,9.7,3.5,7
54500,13,2,2005,9.78,3.1,3
58000,13,2,2006,9.3,2.98,3
54000,13,2,2001,10.01,3.23,3
54000,13,2,2005,9.47,2.87,3
54000,8,2,2012,7.8,2.64,4
54000,11,1,2019,6.1,2.4,3
54000,1,2,2015,7.47,2.67,4
54000,16,2,2001,9,3.31,3
54000,1,2,2008,9.04,3,3
54000,13,2,2003,10.39,3.1,3
54000,18,2,1996,11.75,4,4
54000,6,2,2010,8.56,2.99,4
54000,13,2,2007,8.6,2.9,3
53999,5,1,2020,6.99,2.55,3
53998,1,2,2008,9.65,3.05,4
53900,1,3,2020,6.05,2.22,3
53900,13,1,2020,8.23,2.76,3
53900,1,1,2020,6.31,2.48,4
53900,1,1,2019,6.41,2.48,7
53900,1,1,2020,6.41,2.45,4
53900,1,1,2020,6.41,2.48,7
53900,1,1,2020,6.31,2.52,3
53900,4,2,2017,6.64,2.55,3
58190,11,1,2020,6.82,2.45,3
53800,8,2,2012,8.42,2.98,4
53799,5,3,2020,8.05,3,3
53754,11,1,2021,6,2.5,3
53000,13,2,1998,10.8,3.8,3
53000,8,2,2016,7.64,2.66,4
53000,13,2,1967,13.8,3.65,7
53000,4,2,2018,7.15,2.34,3
52999,4,1,2020,6.84,2.44,3
52999,4,1,2020,6.55,2.54,3
52969,1,1,2019,8.1,2.53,4
52969,1,1,2019,8.1,2.53,4
52900,13,2,1975,11.2,3.5,3
52900,11,1,2020,5.94,2.54,3
52900,4,2,2006,8.69,2.74,3
52850,1,4,2019,5.99,2.49,3
52790,4,3,2020,6.02,2.34,3
56900,4,4,2019,6.4,2.45,3
52600,8,1,2018,6.23,2.52,4
52500,6,2,2010,8.36,2.95,7
52500,1,2,2017,7.19,2.54,4
52500,6,2,2017,8.03,2.78,4
52500,12,2,1981,11.4,3.35,7
56500,7,2,2008,7.47,2.59,3
52203,11,1,2019,6.1,2.25,3
47460,6,1,2020,7.39,2.57,4
51999,4,1,2019,6.55,2.54,3
51900,11,2,2018,6.2,2.45,3
51900,6,2,2018,7.48,2.53,4
51900,21,2,2017,7.8,2.45,3
51900,1,1,2020,6.86,2.52,3
55900,11,1,2020,5.64,2.16,2
51658,1,1,2020,6.41,2.48,4
55800,7,2,2015,7.7,2.78,3
51500,1,1,2020,6.86,2.48,4
51500,4,1,2020,6.4,2.46,3
51500,4,2,2011,7.99,2.94,4
51500,4,2,2011,7.99,2.94,4
55555,4,2,2008,6.85,2.49,3
51290,11,1,2020,6.39,2.29,3
55000,6,2,1985,9.5,2.97,7
55000,7,2,1990,10.04,3.42,3
51175,8,1,2020,6.45,2.45,3
51015,6,1,2018,7.46,2.55,3
51000,13,2,2004,9,3.4,4
50900,7,1,2020,6.55,2.48,3
55000,11,4,2020,6.2,2.54,3
49140,7,2,1987,9.1,3.05,3
54900,11,2,2007,8.99,2.8,3
54900,4,1,2019,6.48,2.5,3
54900,2,1,2019,6.6,2.49,3
54800,10,2,1974,5.1,2,3
50000,6,2,2000,8.4,3.03,3
50000,4,2,2004,10.31,3.2,3
50000,4,2,1999,10.3,3.53,3
50000,2,2,1988,10.06,3.8,3
50000,13,2,2009,7.32,2.59,3
50000,10,2,1986,5.9,2,6
50000,12,2,2005,10.8,3.45,3
50000,1,2,2007,7.9,2.5,4
50000,16,2,1989,9.41,3.62,3
50000,6,2,2007,8.85,2.8,3
50000,4,2,2004,9.5,3,3
50000,14,2,1971,38.7,9.5,7
50000,12,2,2009,7.61,2.5,4
50000,16,2,1981,13.3,3.9,4
48360,4,2,2006,8.57,2.83,3
50000,4,2,2004,8.38,2.9,3
50000,13,2,2012,8.4,2.5,3
50000,1,2,2011,8.15,2.75,4
50000,4,2,1995,11.43,3.66,3
50000,6,2,2004,9.3,3.21,3
50000,4,2,1999,7.48,2.7,3
50000,16,2,1979,13.63,4.47,3
50000,20,2,1980,12,3.4,7
50000,6,2,2001,7.48,2.7,3
50000,10,2,2001,8.75,2.35,2
50000,13,2,2002,9.79,3.26,3
50000,13,2,2003,10.4,3.11,4
50000,21,2,2003,9.16,2.23,3
53990,4,3,2020,7.2,2.5,2
49900,13,2,2007,6.9,2.55,3
49900,13,2,1989,10.7,3.4,3
49900,4,4,2016,6.8,2.49,3
49900,6,2,2015,7.74,2.81,4
49900,12,2,1980,12.9,3.75,7
49900,13,2,2001,9.79,3.26,3
49900,12,2,1988,10,3.3,7
49900,6,2,2017,6.45,2.45,3
49900,1,1,2020,6.41,2.45,4
49900,7,2,2003,7.45,2.85,3
49900,6,1,2019,7.5,2.53,4
49900,9,2,2009,8.95,3,3
49900,4,2,2006,8.57,2.83,3
49900,11,1,2020,6.55,2.54,3
49900,4,3,2020,5.6,2.2,3
49900,1,2,2008,7.23,2.59,4
49900,4,1,2020,6.05,2.2,2
49900,4,4,2019,6.6,2.3,3
49900,13,2,2006,9,2.59,3
49900,13,2,1987,10.5,3.5,7
49900,11,3,2021,5.94,2.54,3
49900,4,2,1987,8.08,2.58,5
49900,7,2,2016,6.55,2.54,3
49560,7,3,2020,7.23,2.55,3
49529,6,1,2020,6.5,2.4,4
49500,4,2,2007,8,2,3
49500,13,2,2006,8.95,2.98,3
49500,4,2,2000,10.45,3.35,3
49500,16,2,1988,10.74,3.68,3
49500,14,2,1901,18.22,4.22,7
49500,12,2,1948,14.5,3.6,7
49500,12,2,1919,18.42,3.96,7
49500,13,2,1975,11.4,3.88,7
49500,12,2,1993,12,3.85,7
49500,20,2,1949,17.7,4,7
49500,8,1,2019,8.34,2.63,3
49500,12,2,1978,13.69,3.78,7
49500,6,2,2000,8,2,3
49500,12,2,1923,21.69,4.52,7
49500,12,2,1974,15.3,4,7
49500,14,2,1907,16.13,4.1,7
49500,12,2,1907,15.25,3.4,7
49500,7,2,2005,9.79,3.15,3
49500,8,2,2013,8.37,2.98,4
49500,13,2,1996,10.75,3.4,7
49500,7,2,1977,11,3.2,7
49500,13,2,1930,13.95,3.95,7
49500,13,2,2004,8.95,2.8,3
49500,12,2,1986,10.6,3.4,7
49500,12,2,1994,9.6,3.2,7
49500,4,2,2000,9.1,2.9,3
49500,21,2,1930,15.5,3.5,7
49270,4,2,2015,6.99,2,4
53060,11,1,2020,6.23,2.4,3
53000,1,1,2020,6.8,2.49,3
49000,10,2,1933,6,1.8,6
49000,13,2,1990,14,4.41,3
49000,13,2,1990,14,4.41,3
49000,12,2,1998,9.75,3.18,3
49000,6,1,2020,7.4,2.45,2
49000,19,2,1989,13.1,2.5,3
49000,13,2,1972,13.3,3.65,7
49000,16,2,1994,10,3,3
49000,11,2,2018,6.71,2.54,4
49000,6,2,2014,6.92,2.65,4
49000,1,2,2000,10.45,3.3,3
49000,16,2,1991,8.71,3.3,3
49000,13,2,1981,11.53,4.02,3
49000,4,2,2012,7,2,4
49000,13,2,2004,9.29,2.98,3
49000,12,2,1987,11.08,3.6,7
49000,1,2,2017,7.62,2.67,4
49000,4,2,2003,9.78,3.1,4
49000,4,2,2014,6.7,2.5,6
49000,6,2,2004,9.18,3.1,4
49000,13,2,1989,10.24,3.5,3
49000,10,2,2009,8.2,2.5,5
49000,11,2,2018,6.5,2.5,3
52900,11,1,2019,6.2,2.54,3
52900,11,3,2020,6.05,2.38,3
48900,4,2,2003,8.94,2.82,3
48900,4,1,2020,6.66,2.55,3
48900,11,1,2020,5.94,2.54,3
48500,12,2,1948,8.52,2.6,3
48500,12,2,1948,8.52,2.6,3
48500,4,2,2010,8.15,2.59,3
48500,8,2,1999,7.9,2.65,3
52000,13,2,1998,9,3.16,3
52000,7,2,1989,9,3.12,9
52240,11,1,2020,6.81,2.36,3
52000,6,2,2019,6.4,2.34,3
48064,1,1,2019,6.43,2.52,4
51900,4,1,2018,6.08,2.35,3
48000,13,2,1999,9.41,2.99,4
48000,13,2,1995,8.69,3.2,3
47999,4,1,2019,5.99,2.21,3
51880,6,1,2020,6.2,2.4,3
47990,6,1,2020,5.52,2.4,4
47950,4,1,2020,6.29,2.36,3
47900,11,1,2019,5.94,2.54,3
47900,11,1,2020,6.1,2.34,3
47800,13,2,1987,11.6,3.96,3
51590,4,2,2016,6.25,2.3,3
51570,11,1,2020,5.76,2.3,3
47520,4,1,2020,6.12,2.4,3
47500,12,2,1956,9.3,3.18,7
47500,6,2,2006,7.43,2.95,3
47500,15,2,1990,10,3.8,3
47500,7,2,2016,7.4,2.85,3
47500,12,2,1978,12,3.65,7
47500,10,2,1979,5.8,2.05,6
47500,13,2,1997,9.1,3.05,3
47500,13,2,2008,9.14,2.78,3
47500,11,2,2009,8.5,2.3,3
47383,1,1,2019,6.05,2.22,3
47383,4,1,2019,6.05,2.22,3
46900,6,1,2019,6.4,5.45,3
46900,11,1,2020,5.94,2.54,3
46900,6,1,2020,6.5,2.4,4
46900,10,2,1926,8,2.2,6
46900,4,2,2003,9,3,3
42700,8,1,2020,6.58,2.46,4
46800,4,2,2002,9.1,2.83,3
46800,13,2,1997,9.1,3.05,3
46800,1,1,2020,8.1,2.7,3
50390,11,1,2020,5.99,2.21,3
50390,11,1,2020,5.99,2.21,3
50000,6,2,2012,6.15,2.2,3
46500,12,2,1982,12,3.8,7
46500,8,2,2010,7.8,2.64,3
46500,6,1,2020,7.48,2.95,3
46500,11,3,2020,6.2,2.34,3
49800,6,2,2013,7.9,2.86,3
46407,15,1,2020,5.9,2.5,3
50140,11,1,2020,6.2,2.4,3
46260,6,1,2020,7.1,2.45,2
50000,10,2,1979,5.1,2.04,6
50000,22,2,2005,6.85,2.46,3
49995,11,1,2020,5.7,2.05,3
49990,6,1,2019,6.48,2.5,3
46000,13,2,1989,9.65,3.15,7
46000,4,2,2014,6.4,2.52,9
46000,4,2,2012,7.6,2.6,3
45999,8,1,2020,7.23,2.55,3
45990,4,1,2020,6.6,2.53,3
45990,4,1,2020,5.7,2.5,4
45900,11,1,2020,6.1,2.34,3
45900,4,1,2020,6,2.34,3
45900,8,2,2019,6.86,2.48,4
45900,1,2,2019,6.8,2.5,4
45900,1,2,2019,6.8,2.5,4
45900,4,2,2017,6.96,2.66,4
49500,12,2,1976,10.9,3.45,7
49500,10,2,1967,5.6,2.05,3
49500,2,1,2019,6.4,2.3,2
49500,2,1,2019,6.4,2.05,2
49390,2,1,2020,6.55,2.54,3
45553,11,1,2019,5.95,2.3,3
45500,13,2,1988,10,3.45,7
45500,11,1,2019,5.99,2.21,3
45500,11,1,2015,6.4,2.59,4
41435,4,1,2020,6.38,2.44,4
49000,6,2,1993,9.73,2.97,3
49000,6,2,2011,7.23,2.78,3
49000,4,2,2008,7.46,2.55,3
49000,13,2,1992,9.6,3.05,3
49000,22,2,2009,6.6,2.54,3
49000,1,4,2020,5.8,2.03,3
45000,8,2,2007,7.49,2.79,3
45000,4,2,1995,9.87,2.51,3
45000,4,2,1983,9.44,3.52,3
45000,4,2,2007,8.1,2.6,3
45000,16,2,1996,10.6,3.7,4
45000,7,2,2006,7.91,2.75,4
45000,12,2,1996,8.85,3.4,4
45000,20,2,2017,9.9,2.6,3
45000,13,2,1978,9.58,2.72,3
45000,13,2,1992,9.6,3,3
45000,13,2,1983,11.66,4.17,3
45000,12,2,1985,10,3,7
45000,13,2,1991,9.3,3.3,3
45000,4,2,2015,7.5,2.55,4
45000,7,2,1999,8,2.85,3
45000,13,2,2008,8.74,2.59,3
45000,6,2,2002,9.18,3.1,4
45000,4,2,1999,9.15,3.11,4
45000,1,2,2019,6.1,2.5,4
45000,4,2,1992,12.49,4.01,4
45000,16,2,1972,13.74,3.63,7
45000,16,2,1999,8.84,3.24,3
45000,4,2,2008,7.44,2.94,3
45000,4,2,1998,9.3,3.6,3
45000,10,2,1988,12.5,4.2,6
45000,13,2,1989,10.49,3.6,4
45000,1,2,2008,8.1,2.6,3
45000,10,2,1961,5.6,2,6
45000,4,2,1980,5.9,2.6,6
45000,7,2,2003,8.7,2.6,5
45000,7,2,1912,15,3.5,7
45000,4,2,2013,7,2,3
45000,1,2,1987,7.52,2.44,3
45000,2,2,2004,9.25,3.1,3
45000,13,2,2008,7.49,2.55,5
45000,13,2,2001,9.85,3.3,3
44999,7,1,2020,7.88,2.55,3
44999,6,1,2020,6.4,2.46,3
44999,4,1,2019,5.99,2.21,3
44995,12,2,1978,10.5,3.45,7
44990,7,2,1988,12.8,4.25,3
44990,4,2,2006,7.56,2.59,3
44990,12,1,1971,13,3.5,3
44990,7,1,1994,8.03,2.74,3
44990,12,1,1978,11.6,3.2,7
44980,7,2,2005,8.9,3.05,3
44950,4,3,2020,7.23,2.55,3
44900,4,1,2015,6.8,2.49,3
44900,16,2,1980,9,3,3
44900,13,2,2003,8.48,2.77,3
44900,9,1,2019,7.15,2.5,3
44900,2,2,1978,7.54,2.9,3
44900,6,2,1994,9.05,3,3
48000,13,2,1993,10.62,3.35,3
48000,4,2,1999,8.15,2.59,3
44500,4,1,2020,5.94,2.4,3
44500,12,2,1992,9.7,3.1,7
44500,6,2,2018,7.48,2.53,4
44500,10,2,1968,6.7,2.3,6
44500,12,2,2003,10,3.5,7
44500,13,2,1965,12,3.7,7
44499,7,1,2020,6.02,2.34,3
44490,11,1,2020,6.05,2.2,2
48060,6,1,2018,6.9,2.59,3
47900,10,2,1979,5.1,2.4,6
47900,4,1,2020,6.74,2.46,3
44290,11,1,2019,5.94,2.54,3
47500,2,1,2020,6.5,2.38,3
44200,4,1,2020,6.2,2.5,3
44190,8,2,2018,6.94,2.48,4
44125,8,1,2019,6.8,2.5,4
44000,7,2,1922,13.5,3.4,7
44000,4,2,2009,8.12,2.55,3
44000,2,2,1976,10.45,3.43,3
43900,11,3,2020,6.2,2.34,3
43900,7,2,2002,7.6,2.44,3
43900,4,2,2016,7.5,2.5,4
39950,6,2,2008,8.36,2.95,4
43845,9,1,2019,7,2,2
39950,4,2,2008,7.32,2.59,4
43800,7,2,1966,6.48,2.35,6
43800,6,2,2008,8.25,2.94,4
43690,6,1,2020,6.48,2.53,3
43673,4,1,2020,7.36,2.55,3
46800,7,4,2011,6.5,2.59,3
43500,8,1,2019,6.98,2.34,3
43500,1,2,2019,6.86,2.52,4
43367,8,1,2020,5.33,2.23,4
39500,7,2,1997,8.23,2.75,4
43302,5,4,2020,5.5,2,2
46740,4,1,2020,5.65,2.35,3
43200,11,1,2020,6.05,2.3,3
46700,6,1,2019,5.75,2.54,3
46638,4,1,2020,6.3,2.35,3
46611,4,1,2018,5.4,2.2,3
43080,13,3,2020,7.34,2.72,3
43000,4,2,2008,8,2,3
39200,8,1,2020,6.58,2.46,4
42990,14,1,1936,13.7,3.7,7
42990,7,2,2016,7.5,2.49,3
42980,11,1,2020,5.7,2.26,3
42950,13,2,1976,11.8,3.6,3
42950,4,1,2020,6.1,2.34,3
42950,15,2,2019,6.95,2.55,3
42900,11,3,2020,5.65,2.26,3
42900,7,2,1997,9.58,2.92,3
42900,6,2,2007,9.18,3.13,4
42900,11,3,2020,5.65,2.3,3
42800,11,3,2020,6.48,2.46,3
46088,4,1,2020,7.13,2.46,2
42600,13,3,2020,6.9,2.72,3
46000,13,2,2002,8.55,2.59,3
42500,7,2,2000,9,3.05,3
42500,13,2,1906,17.3,4.65,7
42500,16,2,1976,7.52,3.03,3
42500,6,2,2015,7.23,2.78,4
42500,6,2,2015,7.3,2.78,3
42500,4,3,2020,7.67,2.44,3
42500,12,2,2008,8,2.5,3
42046,8,1,2018,6.1,2.52,4
42000,4,2,1982,9.6,3,3
42000,13,2,2003,7.87,2.59,3
42000,4,2,2005,8.57,2.85,3
42000,13,2,2005,8.56,2.87,3
42000,7,2,2007,7.57,2.59,3
42000,9,2,2007,7.01,2.62,3
42000,4,2,1999,8.45,2.94,3
42000,4,2,1989,13.89,4.42,3
42000,4,2,2007,8.35,2.98,4
42000,1,2,2016,6.8,2.5,3
42000,6,2,2003,9.18,3.1,4
42000,6,2,2004,7.6,2.75,4
42000,13,2,1981,12.18,3.85,3
42000,4,2,2006,8.57,2.88,3
42000,6,2,2004,9.18,3.1,4
42000,12,2,1908,14,3.67,7
42000,4,2,2004,8.44,2.79,4
42000,4,2,2003,8.22,2.59,4
42000,7,2,2016,7.2,2.5,3
42000,2,2,1990,9.6,3,3
42000,4,2,2013,7.36,2.5,9
41999,8,1,2020,6.74,2.55,3
41990,4,2,2018,6.5,2.43,4
41950,4,2,2017,6.15,2.27,3
45000,7,2,2013,6.99,2.54,3
45000,13,2,1995,8.53,3.2,3
45000,4,2,1973,5.6,2.1,6
44900,13,1,2019,6.2,2.45,3
41500,13,2,1998,9.5,3.3,3
41500,4,2,1996,8,2,3
41500,6,1,2018,6.5,2.4,4
41500,10,4,2018,7.6,1.95,6
41500,7,1,2020,6.02,2.34,3
41500,11,3,2020,5.94,2.29,3
41500,4,2,2008,6.4,2.59,9
41500,6,2,2016,6.55,2.54,4
41500,6,2,2016,6.55,2.54,4
41467,6,1,2020,5.52,2.4,4
41395,13,1,2018,6.45,2.45,3
44570,4,1,2020,5.75,2.4,3
44500,2,2,2007,6.3,2.4,3
44000,4,2,2015,6.9,2.42,3
41000,5,2,2003,8.56,2.62,3
41000,13,2,1999,9.69,3.07,3
41000,6,1,2020,6.5,2.43,4
41000,12,2,1968,11.8,3.6,7
41000,12,2,1988,8.16,2.8,3
41000,11,2,2014,6.4,2.59,9
41000,6,1,2020,6.5,2.43,4
40000,4,2,2007,9.2,2.59,3
40000,2,2,1996,9.18,2.93,3
40000,13,2,1991,10.6,3.5,3
40000,6,2,1995,9.6,3.25,3
40000,6,2,2002,8.4,3.05,4
40000,13,2,2006,13.8,3.9,6
40000,13,2,2006,8.7,2.59,3
40000,2,2,2004,7.48,2.8,3
40000,16,2,1992,11.04,3.64,3
40000,1,2,2014,6.95,2.55,4
40000,4,2,1999,8,3,3
40000,16,2,1983,10.31,3.5,3
40000,1,1,2019,6.86,2.48,4
40000,6,2,2006,8.25,2.94,3
40000,13,2,1988,10.05,3,3
40000,13,2,1981,15.5,4.7,6
40000,4,2,2014,6.19,2.48,3
40000,13,2,2004,8.38,2.7,3
40000,1,2,2006,8.8,2.72,3
40000,16,2,1991,9.58,3.32,3
40000,13,2,1978,11.97,3.27,7
40000,13,2,1994,12,3.49,3
40000,13,2,2000,9,2.99,3
40000,12,2,1979,11,3.4,7
39999,6,1,2020,6.55,2.54,3
39900,7,1,2018,7.65,2.55,3
39900,6,2,2003,9.18,3.13,4
39900,4,2,2018,6.06,2.2,3
39900,8,2,2000,7.4,2.6,3
39900,6,1,2018,6.5,2.4,4
39900,6,2,2017,7.5,2.53,4
39900,1,4,2019,6.04,2.38,3
39900,24,2,1991,9,3.05,3
39900,11,2,2015,7.03,2.54,3
39900,4,2,2015,6.5,2.4,2
39900,11,1,2020,6.1,2.34,3
39900,6,1,2019,5.79,2.46,4
39900,1,1,2020,6.04,2.26,4
39900,16,2,1991,10.36,3.21,3
39900,15,2,2019,7,2.1,3
39900,8,1,2020,5.96,2.26,4
39900,6,2,1976,10.5,3.2,3
39900,1,1,2020,6.04,2.26,4
39900,1,1,2020,5.56,2.23,4
39900,7,3,2020,6.19,2.46,3
39900,6,1,2020,5.64,2.45,4
39900,6,2,2019,6.5,2.43,4
39900,7,2,2002,7.2,2.7,3
39900,4,3,2017,6,2.55,3
39900,12,2,1978,9.7,3.3,7
39900,15,2,2016,6.8,2.55,3
39500,20,2,1919,22.27,4.85,7
39500,13,2,2004,9.5,3.05,3
39500,8,1,2019,6.42,2.27,3
39500,12,2,1983,10.8,3.75,7
39500,8,2,2017,6.4,2.5,4
39500,13,2,2004,5.35,2,3
39500,21,2,1924,22,3.1,7
39500,14,1,2019,4.51,1.75,2
39500,13,2,1965,12,3.6,7
39500,16,2,1980,11.9,3.6,7
